"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"aam","0.45","0.52","2.22","1.02","11.7K","21.0K","-71.3%","-61.5%","3.26M","6.27M","5.50M","none","none","none","7.31","-7.14","-0.50","30.19","4.40","0.07","none","0.02","188.7M","-8.48M","-44.4M","-16.2%","-15.2%","June 30","none","-4.33%","-64.90%","none","14.45","27.6M","326.0K","5.9%","410.0K","32.60","10.0K","0.52","","0.00","5.11","10192.00","-5.11"
"aame","0.75","1.30","2.438","0.34","12.4K","10.0K","-46.7%","-28.5%","27.6M","21.2M","5.70M","none","none","none","4.13","0.10","0.01","7.57","1.09","0.32","13.13","0.17","159.8M","none","2.08M","2.1%","2.9%","Dec 31","none","0.90%","2.55%","none","0.51","23.1M","1,000","0.0%","1,000","0.14","7,000","1.38","1.80","30.43","5.11","1104.00","25.33"
"aanb","8.125","13.50","15.10","0.39","3,682","3,000","+56.5%","+109.9%","29.4M","2.18M","1.40M","0.48","3.56%","none","8.51","1.31","0.33","6.04","5.01","1.59","10.27","2.23","13.0M","none","2.84M","21.8%","none","Dec 31","none","1.75%","16.30%","none","none","none","none","none","none","none","none","13.60","14.96","10.00","5.11","19040.00","4.89"
"aaon","10.333","16.90","22.56","0.85","33.8K","33.0K","+14.9%","+54.1%","146.5M","8.67M","6.20M","none","none","none","5.11","1.53","0.38","17.83","0.00","3.31","11.07","0.95","162.9M","26.5M","13.9M","8.6%","14.1%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","17.20","21.10","22.67","5.11","30960.00","17.57"
"aapl","13.625","17.56","27.12","1.31","4.99M","6.34M","-14.3%","+14.9%","6.16B","350.9M","312.3M","none","none","none","11.17","-0.14","0.18","15.26","12.36","1.57","none","1.15","5.36B","-344.0M","-37.0M","-0.7%","-6.4%","Sep 29","none","none","none","none","none","none","none","none","none","none","none","18.59","21.30","14.58","5.11","102813854.00","9.47"
"aatk","0.50","1.55","5.48","-1.39","512.0K","324.0K","-55.7%","-40.6%","7.02M","4.53M","3.40M","none","none","none","1.02","-0.51","-0.14","0.98","0.05","1.52","none","1.58","4.55M","-1.35M","-2.33M","-50.8%","-34.4%","Dec 31","none","-38.09%","-42.36%","4.15","0.05","218.0K","1,000","0.0%","1,000","0.25","4,000","","0.95","0.00","5.11","0.00","-5.11"
"aauk","9.46","12.92","18.25","0.98","158.5K","98.0K","-6.5%","+25.4%","30.3B","2.34B","1.62B","none","none","none","9.80","2.21","1.74","10.08","0.59","1.32","5.84","1.28","15.8B","4.32B","3.43B","27.0%","20.9%","Dec 31","none","14.29%","21.62%","1.45","0.17","964.0M","286.0K","0.0%","333.0K","1.67","171.0K","","14.95","0.00","5.11","0.00","-5.11"
"ab","0.75","1.12","2.05","0.99","636","0","-14.7%","+14.4%","3.59M","3.21M","600.0K","none","none","none","3.59","-2.28","-1.31","26.77","1.76","0.31","none","0.04","85.8M","4.44M","-7.30M","-8.5%","-4.8%","June 30","none","-8.25%","-45.52%","0.74","4.76","5.64M","0","none","0","none","0","1.12","0.97","-13.39","5.11","0.00","-18.50"
"abax","2.313","3.80","7.25","0.34","17.0K","24.0K","-38.6%","-17.6%","61.7M","16.2M","15.9M","none","none","none","0.79","-0.15","-0.01","2.40","0.18","4.80","none","1.58","29.3M","1.51M","-2.24M","-1.7%","-0.2%","Mar 31","none","none","none","none","none","none","none","none","none","none","none","3.75","4.48","19.47","5.11","43875.00","14.36"
"abb","6.10","8.40","18.95","none","32.5K","54.0K","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","8.98","10.60","18.04","5.11","88902.00","12.93"
"abbk","8.75","14.00","17.00","0.86","3,636","6,000","+49.3%","+100.3%","43.6M","3.11M","1.80M","0.40","2.86%","none","13.43","1.51","0.38","15.74","none","1.04","9.30","0.89","50.7M","none","4.85M","9.6%","41.7%","Dec 31","none","0.64%","13.40%","none","none","none","5,000","0.3%","7,000","1.00","5,000","14","15.30","9.29","5.11","8400.00","4.18"
"abc","62.25","63.56","72.00","none","none","1.37M","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","63.00","59.50","-5.56","5.11","168707700.00","-10.66"
"abcb","8.00","12.75","13.50","0.30","8,864","4,000","+36.0%","+82.4%","127.5M","10.00M","8.90M","0.48","3.77%","none","10.49","1.14","0.27","8.42","8.09","1.22","11.19","1.51","74.3M","none","10.0M","13.5%","none","Dec 31","none","1.12%","11.50%","none","none","none","none","none","none","none","none","12.75","13.25","3.92","5.11","0.00","-1.18"
"abcrq","0.11","0.14","7.875","0.85","91.4K","0","-97.1%","-96.0%","2.78M","19.9M","8.30M","none","none","none","-0.76","-5.25","-1.41","20.83","0.06","none","none","0.01","414.2M","-35.0M","-104.4M","-24.4%","-17.2%","Dec 31","none","-21.46%","-268.33%","0.41","11.06","1.26M","67.0K","0.8%","12.0K","0.53","126.0K","","","0.00","5.11","0.00","-5.11"
"abcw","12.875","15.75","18.51","0.53","60.5K","27.0K","+2.0%","+36.8%","356.2M","22.6M","17.9M","0.33","2.10%","none","9.92","1.30","0.37","10.14","2.76","1.59","12.07","1.55","229.8M","none","29.6M","12.9%","34.7%","Mar 31","none","none","none","none","none","none","none","none","none","none","none","15.74","17.92","13.85","5.11","509976.00","8.74"
"aber","7.50","10.62","11.46","1.04","3,409","2,000","+23.6%","+65.7%","579.3M","54.6M","52.4M","none","none","none","4.46","0.98","0.00","1.79","2.33","2.38","10.87","5.94","98.7M","95.2M","53.8M","54.5%","96.4%","Jan 31","none","21.18%","25.48%","4.85","0","127.2M","0","none","3,000","none","4,000","","12.03","0.00","5.11","0.00","-5.11"
"abf","7.00","9.99","14.20","1.54","383.6K","298.0K","-1.3%","+32.3%","480.6M","48.1M","37.0M","0.16","1.60%","none","17.39","-0.69","0.04","69.58","0.55","0.57","none","0.14","3.26B","172.3M","-33.5M","-1.0%","-1.2%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","10.52","13.43","27.66","5.11","4588824.00","22.56"
"abfi","4.375","18.06","23.72","0.57","34.1K","48.0K","+199.9%","+302.1%","47.6M","2.63M","1.20M","0.32","1.77%","none","21.78","2.32","0.44","58.63","35.17","0.83","7.79","0.31","195.6M","74.0M","7.86M","4.0%","6.8%","June 30","none","1.11%","11.77%","none","9.69","105.6M","490.0K","40.8%","455.0K","27.22","18.0K","18.12","19.70","8.72","5.11","161268.00","3.61"
"abfs","14.50","23.52","28.25","0.92","216.8K","139.0K","+42.0%","+90.4%","485.5M","20.6M","15.1M","none","none","none","14.84","2.19","0.52","65.89","none","1.58","10.74","0.36","1.62B","95.6M","50.4M","3.3%","5.9%","Dec 31","none","6.88%","16.76%","0.81","0.35","none","540.0K","3.6%","1.41M","3.10","174.0K","23.75","24.42","2.82","5.11","2308500.00","-2.28"
"abgx","15.313","29.79","94.875","2.43","1.52M","1.36M","-64.0%","-51.7%","2.57B","86.2M","64.6M","none","none","none","9.03","-0.57","-0.26","0.75","6.27","3.30","none","39.91","64.9M","-41.7M","-49.6M","-76.4%","-76.4%","Dec 31","none","-5.94%","-6.29%","17.80","0","540.5M","2.63M","4.1%","1.80M","1.83","1.44M","29.29","36","22.91","5.11","43949645.00","17.80"
"abi","18.50","29.18","133.313","1.59","1.12M","1.18M","-76.3%","-68.2%","6.18B","211.6M","211.3M","0.17","0.58%","none","4.92","0.89","0.15","7.41","1.86","5.93","32.79","3.94","1.62B","346.7M","195.4M","12.0%","17.3%","June 30","none","none","none","none","none","none","none","none","none","none","none","29.79","33.10","11.11","5.11","21118131.00","6.01"
"abix","1.25","4.95","5.74","0.53","16.8K","22.0K","+173.0%","+266.1%","8.47M","1.71M","800.0K","none","none","none","4.21","0.47","0.22","29.41","0.01","1.18","10.46","0.17","50.3M","2.41M","808.0K","1.6%","3.7%","Dec 31","none","4.90%","12.00%","1.44","0.89","16.0K","0","none","1,000","none","7,000","5.30","5.30","0.00","5.11","56710.00","-5.11"
"abiz","0.68","0.71","10.125","3.20","353.5K","286.0K","-88.3%","-84.3%","95.5M","134.5M","27.6M","none","none","none","1.92","-4.95","-0.61","4.86","0.02","0.37","none","0.15","429.7M","-96.0M","-398.3M","-84.0%","-55.0%","Dec 31","none","-19.52%","-242.59%","0.82","5.21","2.15M","2.13M","7.7%","1.79M","3.72","572.0K","0.71","0.66","-7.04","5.11","139657.00","-12.15"
"abk","42.20","48.00","64.00","0.67","608.0K","671.0K","-7.1%","+24.6%","5.07B","105.6M","75.0M","0.36","0.75%","none","28.07","3.80","1.02","6.36","1.05","1.71","12.63","7.54","692.7M","none","413.6M","59.7%","84.6%","Dec 31","none","3.93%","15.37%","none","0.14","111.4M","1.07M","1.4%","524.0K","2.19","489.0K","49.54","56.08","13.20","5.11","19181888.00","8.10"
"abl","10.60","10.60","15.625","-0.05","1,182","1,000","-25.0%","+0.6%","36.5M","3.44M","700.0K","0.50","4.72%","none","21.76","0.36","-0.20","119.15","5.51","0.49","29.12","0.09","417.0M","26.0M","1.33M","-0.4%","-0.7%","Dec 31","none","-0.43%","1.71%","1.48","1.85","19.0M","0","none","0","none","1,000","","12.50","0.00","5.11","0.00","-5.11"
"able","1.625","3.55","6.75","0.83","2,136","3,000","+42.0%","+90.4%","7.10M","2.00M","1.00M","none","none","none","2.38","-0.67","-0.45","16.49","0.50","1.49","none","0.21","34.0M","-789.0K","-1.37M","-4.0%","-5.3%","June 30","none","-11.23%","-24.49%","0.78","0.67","999.0K","0","none","2,000","none","2,000","3.71","4.30","15.90","5.11","1855.00","10.80"
"abm","24.96","27.30","38.20","0.41","80.5K","114.0K","-1.8%","+31.6%","663.4M","24.3M","16.0M","0.66","2.42%","none","14.84","1.93","0.52","78.12","0.10","1.84","14.15","0.35","1.93B","93.8M","47.7M","2.5%","4.0%","Oct 31","none","7.51%","14.48%","2.00","0.03","2.39M","219.0K","1.4%","231.0K","4.06","54.0K","27.32","29.84","9.22","5.11","1674716.00","4.12"
"abmc","0.25","0.86","1.50","0.18","29.7K","18.0K","-23.6%","+2.5%","17.6M","20.5M","12.7M","none","none","none","0.06","-0.10","-0.01","0.38","0.01","13.93","none","2.25","6.88M","-2.35M","-1.82M","-26.4%","-33.4%","Apr 30","none","-43.33%","-88.52%","1.20","0.03","215.0K","1,000","0.0%","2,000","0.03","37.0K","0.85","0.87","2.35","5.11","16575.00","-2.75"
"abmd","10.50","21.74","32.359","0.54","131.3K","167.0K","-24.1%","+1.9%","454.4M","20.9M","12.5M","none","none","none","4.60","-1.03","-0.34","1.08","4.01","4.73","none","20.15","22.4M","-22.2M","-21.3M","-95.3%","none","Mar 31","none","-18.43%","-19.91%","10.89","0.00","83.8M","4.14M","33.2%","3.92M","37.01","112.0K","22.75","18.97","-16.62","5.11","2830100.00","-21.72"
"abn","14.20","15.31","26.063","1.15","220.2K","456.0K","-33.8%","-11.2%","23.0B","1.50B","1.34B","none","none","none","none","1.29","0.40","none","none","none","11.90","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","15.67","16.35","4.34","5.11","2828435.00","-0.77"
"abp","0.64","1.67","5.38","0.53","87.5K","60.0K","-46.6%","-28.3%","43.4M","26.0M","16.9M","none","none","none","-0.65","-0.64","-0.05","3.53","0.12","none","none","0.47","93.8M","65.2M","-14.3M","-12.5%","31.7%","Dec 31","none","-3.52%","none","0.54","none","3.01M","169.0K","1.0%","0","2.35","72.0K","1.55","1.29","-16.77","5.11","127410.00","-21.88"
"abr","0.875","1.15","1.50","0.20","773","0","-8.0%","+23.4%","7.69M","6.68M","2.70M","none","none","none","1.63","0.04","0.17","20.36","0.08","0.70","26.14","0.06","136.7M","3.93M","291.0K","0.2%","1.3%","Dec 31","none","0.69%","3.11%","0.85","2.04","535.0K","0","none","1,000","none","2,000","1.15","1.20","4.35","5.11","0.00","-0.76"
"abri","3.40","3.95","4.469","0.46","818","0","+1.9%","+36.7%","11.6M","2.94M","1.10M","0.16","4.05%","none","7.63","-0.03","0.02","48.90","1.74","0.52","none","0.08","143.8M","7.35M","-93.0K","-0.1%","3.3%","Apr 30","none","-0.09%","-0.41%","1.23","2.30","5.10M","0","none","0","none","1,000","3.87","3.90","0.78","5.11","1161.00","-4.33"
"abs","21.00","31.91","36.99","0.17","1.50M","1.41M","+33.0%","+78.3%","13.0B","406.1M","300.5M","0.76","2.38%","none","13.80","1.04","-0.37","91.38","0.34","2.31","30.80","0.35","37.4B","2.20B","427.0M","1.1%","3.1%","Feb 1","none","none","none","none","none","none","none","none","none","none","none","32.72","33.56","2.57","5.11","28891760.00","-2.54"
"abt","42.00","52.98","56.25","0.45","3.16M","3.22M","+0.2%","+34.4%","82.2B","1.55B","1.44B","0.84","1.59%","none","5.52","1.07","0.40","9.93","0.57","9.60","49.42","5.34","15.5B","3.08B","1.69B","10.9%","14.6%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","53.92","55.00","2.00","5.11","183619168.00","-3.10"
"abtl","0.70","1.27","5.625","0.43","121.0K","187.0K","-77.2%","-69.4%","39.2M","30.9M","16.7M","none","none","none","2.40","-2.29","-0.13","3.13","3.31","0.53","none","0.41","67.4M","-55.9M","-47.2M","-73.6%","-88.6%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","1.37","1.37","0.00","5.11","137959.00","-5.11"
"abtxq","0.00","0.006","0.055","2.25","29.2K","22.0K","-25.0%","+0.6%","306.0K","51.1M","49.0M","none","none","none","3.82","-1.34","-0.39","7.29","0.01","0.00","none","0.00","330.4M","-36.5M","-59.0M","-17.9%","-15.0%","June 30","none","-15.84%","-28.25%","0.94","0.47","490.0K","4.12M","10.5%","0","37.13","111.0K","","","0.00","5.11","0.00","-5.11"
"abv","13.20","16.24","28.70","1.24","352.2K","663.0K","-27.0%","-2.1%","6.28B","386.5M","255.3M","0.46","2.84%","none","5.32","0.41","0.13","3.67","2.94","3.05","39.90","4.42","1.28B","207.4M","141.5M","10.0%","13.3%","Dec 31","none","6.42%","21.66%","1.13","0.95","386.0M","563.0K","0.2%","557.0K","2.71","208.0K","16.85","19.60","16.32","5.11","7828510.00","11.21"
"abwg","2.80","2.90","15.125","3.37","23.7K","18.0K","-79.3%","-72.2%","31.9M","11.0M","5.80M","none","none","none","0.89","-2.10","-0.61","3.31","0.30","3.28","none","0.88","30.3M","-12.4M","-19.3M","-63.5%","-60.1%","Sep 30","none","-71.89%","-190.35%","none","0.59","3.27M","383.0K","6.6%","423.0K","8.15","47.0K","2.99","2.85","-4.68","5.11","179699.00","-9.79"
"abx","13.125","15.59","19.38","0.60","2.11M","2.23M","+17.1%","+57.0%","6.17B","396.0M","316.8M","0.22","1.41%","none","8.05","-2.00","0.17","3.44","1.78","1.94","none","4.53","1.36B","-667.0M","-792.0M","-58.1%","-72.1%","Dec 31","none","-16.41%","-24.02%","3.06","0.23","704.0M","27.2M","8.6%","24.1M","15.91","1.71M","","15.18","0.00","5.11","0.00","-5.11"
"aby","6.08","6.14","9.313","1.31","240.2K","251.0K","-27.2%","-2.4%","2.70B","440.0M","435.6M","0.25","4.14%","none","4.71","0.61","0.06","9.20","0.10","1.30","9.98","0.67","4.07B","1.17B","272.5M","7.1%","18.0%","Dec 31","none","4.04%","13.64%","1.03","1.83","42.8M","6.58M","1.5%","6.29M","18.44","357.0K","","6.93","0.00","5.11","0.00","-5.11"
"ac","37.40","47.65","59.35","1.05","150.9K","97.0K","-0.5%","+33.5%","11.8B","247.8M","104.1M","2.84","5.96%","none","16.36","2.71","0.63","11.97","0.85","2.91","17.56","3.98","2.91B","1.10B","650.2M","22.6%","24.0%","Dec 31","none","10.93%","19.69%","none","0.15","211.6M","741.0K","0.7%","747.0K","6.44","115.0K","48.04","50.83","5.81","5.11","10136440.00","0.70"
"acai","8.04","18.78","30.06","1.55","687.2K","483.0K","+7.7%","+44.4%","821.3M","43.7M","28.9M","none","none","none","4.53","0.74","0.28","12.40","3.11","4.15","25.28","1.51","555.7M","48.4M","33.5M","6.0%","6.7%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","19.57","20.70","5.77","5.11","3931613.00","0.67"
"acam","15.51","37.34","43.25","none","117.2K","424.0K","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","36.19","44.22","22.19","5.11","1780548.00","17.08"
"acap","13.50","23.00","23.60","none","53.4K","25.0K","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","22.85","19.73","-13.65","5.11","1841710.00","-18.76"
"acas","20.688","24.77","29.50","0.96","216.2K","205.0K","+10.4%","+48.0%","834.7M","33.7M","25.6M","2.28","9.21%","none","16.51","-0.27","-0.04","2.80","0.07","1.50","none","8.85","84.7M","68.3M","-7.12M","-8.4%","78.2%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","26.52","27.78","4.75","5.11","12909936.00","-0.35"
"acat","11.375","16.20","16.46","0.33","77.9K","26.0K","+26.4%","+69.6%","387.5M","23.9M","9.30M","0.24","1.48%","none","7.12","1.18","0.84","22.73","1.38","2.27","13.69","0.71","548.0M","46.8M","28.6M","5.2%","6.9%","Mar 31","none","none","none","none","none","none","none","none","none","none","none","16.48","16.53","0.30","5.11","766320.00","-4.80"
"acba","7.25","9.99","10.125","none","273","0","+17.5%","+57.6%","16.4M","1.64M","1.40M","none","none","none","7.95","0.31","0.12","7.51","3.52","1.26","32.33","1.33","11.6M","none","480.0K","4.1%","none","Dec 31","none","0.35%","4.01%","none","none","none","none","none","none","none","none","9.50","9","-5.26","5.11","2850.00","-10.37"
"accl","0.12","0.29","13.938","none","125.6K","203.0K","-97.8%","-97.1%","14.7M","50.7M","13.2M","none","none","none","1.16","-1.08","-0.25","0.44","0.94","0.25","none","0.65","21.8M","-56.6M","-53.4M","none","none","Dec 31","none","-54.09%","-61.96%","6.57","0.00","47.9M","176.0K","1.3%","177.0K","2.71","65.0K","0.26","0.50","92.31","5.11","61958.00","87.20"
"acdo","23.50","34.12","62.00","0.80","414.1K","484.0K","+23.0%","+64.9%","887.9M","26.0M","22.9M","none","none","none","7.60","0.74","0.22","18.28","2.26","4.49","46.23","1.87","489.2M","34.5M","19.8M","4.0%","6.2%","June 30","none","7.11%","10.79%","1.94","0","58.8M","1.71M","7.5%","1.81M","4.00","428.0K","35.36","36.96","4.52","5.11","9182992.00","-0.58"
"ace","18.10","35.25","43.938","0.71","2.56M","2.77M","-11.5%","+18.7%","7.98B","226.4M","147.2M","0.60","1.70%","none","22.16","-0.42","-1.95","24.92","3.33","1.59","none","1.42","5.93B","none","-82.6M","-0.9%","-1.1%","Dec 31","none","-0.17%","-1.55%","none","0","754.6M","3.98M","2.7%","4.34M","3.69","1.08M","37.47","38.10","1.68","5.11","104754879.00","-3.42"
"acec","0.688","1.13","4.75","2.40","7,182","13.0K","-69.4%","-58.9%","10.5M","9.28M","4.80M","none","none","none","0.95","-0.92","-0.15","2.11","0.54","1.19","none","0.54","19.6M","-8.56M","-8.53M","-43.6%","-43.7%","June 30","none","-49.58%","-67.03%","2.70","0.05","4.97M","0","none","0","none","7,000","1.19","1.2002","0.86","5.11","11900.00","-4.25"
"acet","7.625","10.10","10.59","-0.03","7,000","7,000","+9.2%","+46.4%","65.7M","6.50M","2.90M","0.32","3.17%","none","10.64","0.70","0.03","28.98","1.28","0.95","14.35","0.35","178.2M","6.76M","4.25M","2.4%","3.3%","June 30","none","4.34%","6.39%","2.56","0.18","8.30M","0","none","0","none","4,000","","9.5101","0.00","5.11","0.00","-5.11"
"acf","15.00","15.50","64.90","1.45","2.24M","2.83M","-43.0%","-23.5%","1.31B","84.3M","64.9M","none","none","none","13.50","2.95","0.88","10.59","1.10","1.15","5.25","1.46","926.7M","546.0M","259.3M","28.0%","45.5%","June 30","none","8.88%","27.50%","none","1.97","92.1M","7.42M","11.4%","4.44M","2.85","2.61M","15.92","23.10","45.10","5.11","50850072.00","39.99"
"acg","7.281","8.62","8.94","0.26","258.4K","249.0K","+14.0%","+52.8%","1.42B","164.7M","163.0M","0.84","9.74%","none","8.22","0.31","0.14","0.51","0.04","1.05","27.72","16.81","111.6M","100.0M","69.2M","62.0%","77.8%","Dec 31","none","4.36%","6.46%","none","0.22","7.00M","263.0K","0.2%","247.0K","1.06","248.0K","8.67","8.08","-6.81","5.11","2996352.00","-11.91"
"acgl","13.875","23.50","25.74","-0.10","16.6K","37.0K","+51.6%","+103.3%","302.3M","12.9M","2.80M","none","none","none","21.12","0.32","0.65","2.65","0.94","1.11","73.44","8.87","33.5M","none","4.40M","8.4%","-4.1%","Dec 31","none","0.77%","1.64%","none","0","12.1M","3,000","0.1%","3,000","0.75","4,000","23.79","23.65","-0.59","5.11","1396473.00","-5.69"
"achi","1.55","1.55","3.625","0.69","1,091","3,000","-57.2%","-42.7%","14.9M","9.60M","1.50M","none","none","none","4.69","-0.48","-0.11","9.14","0.41","0.33","none","0.17","77.2M","none","-4.03M","-5.2%","-8.4%","Dec 31","none","-1.95%","-9.78%","none","0.25","3.73M","0","none","0","none","0","1.55","1.71","10.32","5.11","0.00","5.22"
"aci","9.375","22.05","38.40","-0.28","420.0K","410.0K","+120.5%","+195.7%","1.16B","52.7M","33.7M","0.23","1.04%","none","10.77","0.27","-0.15","32.09","0.11","2.05","83.21","0.69","1.45B","108.1M","8.41M","0.6%","5.4%","Dec 31","none","0.38%","2.22%","0.83","1.36","6.02M","1.55M","4.6%","1.47M","2.94","526.0K","21.51","19.99","-7.07","5.11","10763604.00","-12.17"
"ack","0.75","2.80","5.688","1.30","84.8K","52.0K","-2.6%","+30.6%","114.2M","40.8M","35.5M","1.92","68.57%","none","17.46","1.09","0.81","72.28","4.35","0.16","2.57","0.04","2.94B","186.1M","45.2M","1.5%","5.5%","Dec 31","none","1.14%","6.48%","3.08","0.09","177.5M","3.74M","10.5%","3.88M","38.18","98.0K","2.70","2.46","-8.89","5.11","191430.00","-13.99"
"acla","4.313","5.20","19.50","none","204.4K","207.0K","-70.9%","-61.0%","185.8M","35.7M","15.0M","none","none","none","4.62","-1.79","-0.26","0.09","3.89","1.13","none","59.58","3.02M","-66.9M","-61.0M","none","none","Dec 31","none","none","none","none","none","none","none","none","none","none","none","5.32","5.05","-5.08","5.11","1193808.00","-10.18"
"aclo","1.25","1.50","4.375","0.92","9,545","17.0K","-59.3%","-45.5%","37.3M","24.9M","20.9M","none","none","none","1.69","-0.70","-0.09","2.77","0.96","0.89","none","0.54","66.0M","-6.89M","-17.4M","-26.4%","-20.9%","Apr 30","none","-22.99%","-35.11%","2.53","0.18","23.9M","2,000","0.0%","3,000","0.40","5,000","1.46","1.14","-21.92","5.11","9782.00","-27.02"
